ID;Institution;academic_year;location;programme;study_mode;cohort;Would you like to give your institution any other feedback on the content and organisation of your course programme?;Would you like to give your institution any other feedback on the link with professional practice / professional careers?;Would you like to give your institution any other feedback on the teachers on your course programme?;Would you like to give your institution any other feedback on support/mentoring?;Would you like to give your institution any other feedback on examination and assessment?;Would you like to give your institution any other feedback on engagement and contact?;Would you like to give your institution any other feedback on studying under special circumstances?
743;1;2026/27;Den Bosh;Artificial Intelligence;Full-time;Third-year;Could the institution ensure all resources are uploaded promptly? The delays are disruptive.;We really need more hands-on exposure through industrial site visits and tours.;Het is moeilijk om echt diepgaand te leren als de begeleiders zo constant wisselen en gaan.;Kunnen jullie een duidelijker protocol maken voor het behandelen van studentenfeedback?;Het navigatiesysteem voor aanpassingen is verwarrend en zou vereenvoudigd moeten worden.;Graag meer interactieve quizzen en kleine groepsopdrachten tijdens de online colleges.;We need mandatory checks to ensure all uploaded PDFs meet WCAG accessibility standards.
744;2;2026/27;Venlo;ICT & Business;Full-time;Fourth-year;Could we get an update on [NAME]'s grading? We are getting very anxious.;I wish more assignments used real-world data and company case studies for analysis.;Het is geweldig dat de docenten zo proactief zijn met extra sessies en begeleiding.;Het zou fijn zijn als het contact minder voorspelbaar en meer ad-hoc zou zijn.;Het is goed om meer voorbeelden te geven bij het stellen van theoretische vragen.;De frequentie en inconsistentie van de updates maakt het moeilijk om goed voorbereid te zijn.;Het is fijn dat er opties zijn, maar ik wil meer duidelijkheid over de procedures voor ziekteverlof.
745;1;2026/27;Eindhoven;HBO-ICT;Full-time;First-year;I feel like the pace is often too fast, making some complex topics hard to grasp fully.;I really hope we get access to industry-standard tools like SolidWorks for our design projects.;De ervaring van de mentoren is super waardevol voor onze toekomst in de sector.;The personalized mentoring sessions have given me actionable advice for my career path.;Het helpt als de instructies specifiek benoemen wat we moeten gebruiken bij de antwoord.;Het lijkt erop dat we meer variatie in lesvormen zouden kunnen hebben om gemotiveerd te blijven.;Het zou fijn zijn als de counselingdiensten na avonduren of in het weekend geopend konden worden.
746;2;2026/27;Tilburg;Software Engineering;Full-time;Second-year;The grading from [NAME] is perpetually delayed, causing unnecessary stress for us students.;Het zou helpen als de begeleiders meer industrie-ervaring hadden om betere adviezen te geven.;Super om te horen van mensen die al in de field zijn, het geeft richting.;Ik voelde me vaak ongemakkelijk tijdens de groepswerk vanwege culturele misverstanden.;Could the department provide clearer rubrics before the assignments are due, please?;Wij zouden het waarderen als er een vaste, wekelijkse updatebijeenkomst zou zijn voor alle studenten.;I appreciate how supportive the teaching staff was, always making time to listen to my situation.
747;2;2026/27;Den Bosh;Cyber Security;Part-time;Third-year;The workload seems immense for such limited contact hours, we need more practical sessions.;Using real market data makes the learning so much more relevant to future careers.;It would be helpful if the teachers dedicated some time to one-on-one consultations.;My mentor’s advice on interviewing techniques has greatly boosted my confidence for job applications.;Het zou helpen als de feedback ook suggesties bevat voor gerichte oefeningen, naast de kritiek.;Ik hoop dat de staf meer bereikbaar is voor dringende vragen buiten kantooruren.;Het is goed dat er ondersteuning is, maar de communicatie over de specifieke faciliteiten was te vaag.
748;1;2026/27;Venlo;Artificial Intelligence;Full-time;Fourth-year;It's really hard to catch the professors outside of class hours, they seem always unavailable.;Could we incorporate modules on intercultural communication, as that's increasingly important?;Het constant wisselen van docenten zorgt voor veel onzekerheid en verwarring.;Het was heel fijn om te horen dat mijn vooruitgang gezien en gewaardeerd wordt.;We really need better communication regarding the official grading schedule and estimated completion dates.;De ondersteuning voor internationale studenten zou nog veel meer proactieve communicatie kunnen gebruiken.;Ik hoop op meer begrip van docenten over de uitdagingen van tegelijkertijd studeren en zorgen.
749;2;2026/27;Eindhoven;ICT & Business;Full-time;First-year;The course materials are incredibly thorough, really connecting theory with practical industry insights.;Could the institution organize smaller, more intimate networking sessions with local industry leaders?;De interactie voelt te oppervlakkig, we hebben meer directe, individuele aandacht nodig.;Het zou mooi zijn met meer workshops over het omgaan met onzekerheid.;We merken dat de trage feedback de motivatie voor de studie vermindert, echt waar.;Meer verplichte groepswerkbeurten zouden de kans op contact en discussie flink vergroten.;I wish the counselors spent less time on forms and more on actual emotional support.
750;2;2026/27;Tilburg;HBO-ICT;Full-time;Second-year;Zou [NAME] misschien wat meer duidelijkheid kunnen geven over de timing van de grading?;I think regular company visits would greatly enhance our understanding of industry practices.;Het is onprofessioneel om zo vaak de begeleiders te laten roteren binnen één jaar.;More consistent follow-up would be really beneficial, right now it feels too spaced out.;Ik zou meer grotere, praktijkgerichte projecten willen doen in plaats van alleen examens.;Having one main phone number and a quick triage system would be extremely beneficial for students.;Het zou fijn zijn om meer mogelijkheden te zien voor alternatieve examenformaten dan alleen een herhaald examen.
751;2;2026/27;Den Bosh;Software Engineering;Full-time;Third-year;Kortom, de communicatie is wisselvallig en onvoorspelbaar, wat erg frustrerend is.;It would be really helpful to have more dedicated practice groups for behavioral interview questions.;De constante verandering van begeleiders vermindert de kwaliteit van het onderwijs merkbaar.;Ik waardeer de één-op-één sessies, het gaf me veel duidelijkheid over mijn loopbaanpad.;Could the rubrics provide more detailed examples for each scoring criterion mentioned in the assessment?;Het zou fijn zijn als er meer peer-to-peer interactie gestimuleerd zou worden, zodat we elkaar meer kunnen helpen.;Overall support is good, but better mechanisms for grade adjustments related to rigorous performance schedules are needed.
752;1;2026/27;Venlo;Cyber Security;Full-time;Fourth-year;The reliance on technical tools that frequently malfunction is quite discouraging.;Could we host smaller, industry-specific meetups instead of one large, overwhelming career fair?;Het lijkt alsof de docenten meer gescript lesgeven dan dat er sprake is van natuurlijke interactie.;Having peer-to-peer mentoring specifically focused on emotional resilience would be incredibly valuable.;Het was lastig om te begrijpen wat precies werd gevraagd bij de vragen.;Het zou fijn zijn met meer directe en persoonlijke feedback over de cursusinhoud.;Minder nadruk op de diagnoses en meer op praktische, alledaagse vaardigheden zou ik willen.
753;1;2026/27;Eindhoven;Artificial Intelligence;Full-time;First-year;Ik moet zeggen dat de feedbackloop met sommige docenten echt traag is en vaak onduidelijk.;Ik wil graag praktijkervaring zien met data die we echt in de industrie tegenkomen.;Ik hoop dat ze dit aanpakken, drie verschillende mensen in één jaar is mentaal vermoeiend.;Soms voel ik me alleen met de academische druk, extra sociale evenementen zouden helpen.;Perhaps reviewing the assessment guidelines against the syllabus would improve student clarity.;De studiegids was erg behulpzaam en hielp me echt bij mijn studieplanning. (Dutch);Kunnen de quizvragen en de uitlegvideo’s meer afzonderlijk worden gemaakt om een beter overzicht te krijgen?
754;1;2026/27;Tilburg;ICT & Business;Full-time;Second-year;When will we receive grades for this module? [NAME]'s grading pace is really hindering our progress.;Integrating real-life case analyses makes the curriculum much more relevant for our careers.;Having so many new faces constantly is draining, a consistent mentor would improve the overall student experience.;The guidance on resume building and interview preparation was incredibly helpful for my job search.;Could we incorporate more group work and collaborative problem-solving into the grading?;Het zou geweldig zijn met een feedbackronde na elk groot project om te zien wat we beter kunnen.;"The communication about rescheduling felt slow; a dedicated portal would make this much smoother."
755;1;2026/27;Den Bosh;HBO-ICT;Full-time;Third-year;De uitleg was te snel en de reactie op onze vragen was te kort om echt te helpen.;Het zou waardevol zijn om case studies van echte, grotere bedrijven te zien.;Alle mentoren zijn zeer toegankelijk en bereid om extra tijd te nemen voor ons.;Ik merk dat de reactietijd op belangrijke academische vragen soms echt te lang is, wat mij zorgen baart.;Meer specifieke feedback op mijn argumentatie en structuren zou de volgende keer een groot verschil maken.;Misschien zouden we een virtuele ‘vragen-op-moment’ sessie kunnen houden.;Het zou nuttig zijn als we de studiebelasting kunnen afstemmen op onze persoonlijke voortgang.
756;2;2026/27;Venlo;Software Engineering;Part-time;Fourth-year;I am so impressed by the quality and depth of the curriculum offered here.;Het zou fijn zijn als de gastsprekers meer diepgang konden bieden op nichegebieden binnen de sector.;Could the faculty perhaps incorporate more peer-to-peer learning activities to improve engagement?;Kortom, de mentoring heeft mij enorm geholpen met mijn carrièrevisie en vakkeuze.;Could the marking criteria for the open-ended questions be clearer beforehand?;I wish the platform offered more varied ways for students to contribute beyond just submitting text answers.;Perhaps a centralized platform could manage all special consideration requests efficiently.
757;2;2026/27;Eindhoven;Cyber Security;Full-time;First-year;Could we please get an adjustment to increase our weekly class time? It's too little.;Adding dedicated career panels with recent graduates would greatly improve job exposure.;Wat een teleurstelling dat we zo snel drie mentoren zien wisselen, het zorgt voor onzekerheid.;While the academic support is great, I really need better access to emotional check-ins.;Zouden we kunnen krijgen dat de feedback gekoppeld is aan specifieke leerdoelen, niet alleen een cijfer?;Ik denk dat regelmatiger, korte virtuele ‘check-ins’ de betrokkenheid van de studenten zouden verhogen.;Zou het mogelijk zijn om de documentatie te standaardiseren zodat deze altijd qua toegankelijkheid voldoet?
758;1;2026/27;Tilburg;Artificial Intelligence;Full-time;Second-year;Seriously, we need to talk to someone about [NAME]'s consistently delayed marking.;A dedicated resource hub with templates and job market statistics would be really useful.;Het klinkt meer als een voorlezing dan een workshop met persoonlijke interactie.;Zouden er meer reserve-sessies kunnen worden gepland zodat we niet constant teleurgesteld zijn?;The rubric was helpful, yet some grading felt arbitrary without clear justifications for deductions.;More flexible appointment times would significantly enhance the accessibility of the guidance.;Ik denk dat er meer opties voor alternatieve beoordelingen zouden kunnen komen.
759;1;2026/27;Den Bosh;ICT & Business;Full-time;Third-year;Ik ben zeer tevreden met de kwaliteit en de academische diepgang van de aangeboden lessen.;I wish there were more sessions focused on salary negotiation strategies for entry-level jobs.;Het was fijn dat er iemand was, maar de sessies waren te algemeen en niet gericht op studiepunten.;More frequent check-ins would help us identify issues much sooner rather than later.;I believe the assessment criteria should more closely reflect the core content taught in class.;Could you please clearly separate the contact details for academic advising versus financial aid?;Het is fijn dat er begrip is, maar meer specifieke studiemethoden voor ouders zijn wenselijk.
760;2;2026/27;Venlo;HBO-ICT;Full-time;Fourth-year;De docenten geven niet alleen theorie, maar ook praktische, bruikbare vaardigheden mee.;More specialized help with professional branding and personal online presence is needed.;It is incredibly frustrating when urgent queries about coursework are left unanswered for weeks.;Overall, the guidance has significantly boosted my confidence in my academic future here.;Het zou nuttig zijn om minder grote afname-examens en meer kleinere, frequente toetsen te hebben.;Could the institution please consolidate all updates into one reliable portal?;I recommend more standardized captioning practices for all instructional videos.
761;2;2026/27;Eindhoven;Software Engineering;Full-time;First-year;The delay in grades from [NAME] is negatively impacting our progress.;Het is geweldig, maar de thematische focus van de experts zou beter kunnen zijn.;Ik verwacht een snellere reactie, weken wachten op een antwoord is onprofessioneel.;I appreciated the deep dives into industry-specific networking strategies and job market trends.;Zou het mogelijk zijn om enkele examens te vervangen door grotere, meer gestructureerde projecten?;Please ensure that all department staff have a consistent and timely approach to student communication.;Meer psychologen beschikbaar tijdens kantooruren, dan kan ik het echt beter aan.
762;2;2026/27;Tilburg;Cyber Security;Full-time;Second-year;Het is te lang wachten op feedback, [NAME] moet de grading process verbeteren.;We really need more exposure to professional software packages, making us feel more ready.;De docenten zouden meer moeite moeten doen om een connectie te maken met ons als individuen.;It would be great to have alternative mentors available if the primary one is consistently unreachable.;"The feedback on grading felt somewhat arbitrary; I wish the rubric was clearer for everyone.";I appreciate the staff, but the process of finding the right person is currently too complicated.;Meer transparantie over de mogelijkheden en voorwaarden voor het aanpassen van deadlines zou helpen.
763;2;2026/27;Den Bosh;Artificial Intelligence;Full-time;Third-year;Meer aandacht voor de manier waarop gender en ras elkaar beïnvloeden zou het leerproces verrijken.;Could the curriculum incorporate more real-world datasets for our assignments, please?;De communicatie is traag en het zorgt voor een enorme stress en onzekerheid binnen het programma.;I feel like some of our concerns are just getting lost in the current system.;Implementing case studies or group presentations would be much more helpful for learning.;Could we get more accessible physical spaces and better signage throughout the campus?;Het is waardevol dat er een centraal punt voor advies is, maar de wachttijden waren te lang.
764;2;2026/27;Venlo;ICT & Business;Full-time;Fourth-year;Soms lijkt het alsof de focus te veel ligt op de theorie en te weinig op praktische toepassingen.;Zouden jullie kunnen kijken naar een meer regelmatige inzet van gastsprekers?;The assignments seem to be based on very old case studies, I feel that way.;Ik vond de sessie over studiekeuze heel waardevol, het gaf me veel richting.;Please could the institution provide more timely updates regarding grade release dates?;"Ik waardeer het dat jullie ons vragen; ik hoop dat dit echt invloed heeft op de colleges.";It would be great if more ramps were installed near the main entrance for easier access.
765;1;2026/27;Eindhoven;HBO-ICT;Part-time;First-year;Ze waren erg toegankelijk en antwoordden altijd op vragen, hoewel het materiaal best zwaar is.;Consider integrating more practical professional certifications, perhaps through elective courses.;I wish the institution could provide more consistent faculty assignments for students.;Het is lastig om consistent contact te houden met de mentor.;Het zou nuttig zijn als de feedback meteen na de proefversie beschikbaar zou zijn, zodat we kunnen verbeteren.;I wish the support was less scripted and more focused on actionable, personalized academic strategies.;Please consider adding more ground-floor access points instead of relying solely on stairs.
766;1;2026/27;Tilburg;Software Engineering;Full-time;Second-year;Meer uren zou helpen om de verschillen tussen de vakken duidelijker te maken.;Zou het mogelijk zijn om een module toe te voegen over de software die momenteel in de praktijk wordt toegepast?;De instructie is vaak te generiek en mist de diepte van één-op-één begeleiding.;More structured workshops on thesis writing and academic writing techniques would be beneficial.;Ik merk dat veel van de opmerkingen te vaag zijn om daadwerkelijk mee aan de slag te gaan.;"I really appreciate the weekly check-ins; it made a huge difference in keeping my motivation up.";I wish there was a more empathetic and adaptable approach to handling academic pressure.
767;2;2026/27;Den Bosh;Cyber Security;Full-time;Third-year;De docenten reageren te traag op belangrijke vragen, wat ons veel tijd kost.;Ik zou graag meer praktische mock-interviews gehad hebben, met echte feedback op mijn antwoorden.;De koppeling tussen theorie en de echte arbeidsmarkt is perfect op dit niveau.;Het zou helpen als er meer spontane, informele check-ins zouden komen, niet alleen gepland momenten.;De examens lijken te wijzen op kennisgebieden die we nauwelijks aandacht hebben gegeven.;I often feel overlooked when my questions are not answered promptly by the teaching staff.;The current support is good, but personalized check-ins with an advisor would be even better.
768;1;2026/27;Venlo;Artificial Intelligence;Full-time;Fourth-year;The assignments seem excessive, it’s difficult to manage this workload with a job.;Het zou helpen als er meer workshops over LinkedIn profielen en optimalisatie zouden zijn.;De docenten moeten meer tijd besteden aan ons, we voelen ons wat genegeerd.;The department resources provided great insights into postgraduate options and further study.;The weighting of different parts of the exam needs to be clearer in the question prompt.;Is het beter om de faculteit of de centrale helpdesk te contacteren voor dit probleem?;Could the institution consider more personalized pathways rather than a one-size-fits-all curriculum?
769;2;2026/27;Eindhoven;ICT & Business;Full-time;First-year;Het zou helpen als er meer variatie in de presentatiestijl zou zijn, anders wordt het saai.;Incorporating industry-standard tech into assignments would vastly improve our job readiness skills.;Het was geweldig dat ze een extra sessie organiseerden, dat toonde veel betrokkenheid.;Zouden er meer vangnetten zijn als de vaste mentoren plotseling onbeschikbaar zijn?;De taal in de vragen is soms te vaag, wat het moeilijk maakt om een definitief antwoord te formuleren.;Zouden er meer 'office hours' kunnen komen zodat we individueel vragen kunnen stellen?;Ik zou meer voorlichting willen over het aanvragen van vervangende financiële steun.
770;2;2026/27;Tilburg;HBO-ICT;Full-time;Second-year;I think more visual aids would greatly improve understanding of these complicated systems.;Het zou geweldig zijn om studenten bloot te stellen aan diverse, actuele industriële projecten.;Kunnen de mentoren ervoor zorgen dat hun advies consistent is met de officiële universiteitsrichtlijnen?;They helped me narrow down my options effectively, which gave me confidence in my academic path.;Ik heb vaak problemen gehad met de platformresponsiviteit, wat frustrerend was.;We need more opportunities for informal discussions, not just formal, impersonal survey forms.;"Niemand oordeelde; ze keken eerder naar mijn welzijn dan alleen naar mijn cijfers."
771;1;2026/27;Den Bosh;Software Engineering;Full-time;Third-year;It would be helpful to include guest speakers from diverse backgrounds, enriching the overall student experience.;De vakken moeten meer gericht zijn op de vaardigheden die de echte werkgevers vragen.;Meer specifieke online mentoring zou enorm helpen met de overgang naar zelfstudie.;Misschien zou men meer zichtbaarheid kunnen geven aan studenten uit diverse culturele achtergronden.;Combining practical work with exams would give a clearer picture of overall understanding.;I think more informal chats with the lecturers would make the course feel more connected.;Het zou helpen als de deadlines voor deze speciale grants meer worden gecommuniceerd.
772;1;2026/27;Venlo;Cyber Security;Full-time;Fourth-year;De communicatie met de docenten is slecht, en ze reageren op e-mails heel traag.;Ik hoop dat de school vaker optreedt met experts die hun kennis delen.;Its simply unacceptable that urgent queries take this long to receive a reply.;I appreciate the welcoming environment, but some resources lack consideration for different backgrounds.;Een mix van praktijkgerichte en theoretische beoordelingen zou ideaal zijn voor ons.;Could you create specific guides distinguishing admin issues from academic ones?;Het is nuttig om een centraal punt te hebben voor al soort aanpassingen in het studieplan.
773;2;2026/27;Eindhoven;Artificial Intelligence;Full-time;First-year;The material could be improved by including voices and narratives from various marginalized groups.;Meer georganiseerde netwerkevents met bedrijven zouden echt nuttig zijn voor de carrièresfeer.;It would be helpful if the mentors focused more on career path discussions.;I feel included most of the time, but there's definitely room for improving cultural awareness.;Het was moeilijk om te snappen wat precies gevraagd werd bij sectie drie van de toets.;Organisatorisch zou een studentenraad met meer sociale initiatieven een positieve impact hebben.;Het zou fijn zijn met meer proactieve check-ins, in plaats van alleen reactief advies.
774;2;2026/27;Tilburg;ICT & Business;Part-time;Second-year;The course content is massive, but the allotted lecture time feels far too short.;The access to alumni contacts for job leads could be greatly expanded and promoted.;Please ensure mentors are up-to-date with the latest research findings.;Het zou helpen als we duidelijker feedback krijgen over wat 'goed genoeg' precies betekent.;Meer duidelijke richtlijnen voor de rubrics zouden het hele proces verbeteren enorm.;Het was super dat ze mij doorverwezen naar de juiste hulp, ik voelde me echt geholpen.;Having adjustable study plans would greatly reduce academic stress and improve focus.
775;1;2026/27;Den Bosh;HBO-ICT;Full-time;Third-year;Het is lastig om op de hoogte te blijven door de inconsistente updates van de docenten.;Ik zou graag meer feedback willen over carrières die nog niet in het curriculum worden behandeld.;Kunnen we meer sessies hebben waar docenten individuele vragen kunnen beantwoorden zonder grote groep?;Could the mentoring sessions occur more regularly, instead of just during crunch time?;It would be helpful if the assessment guidelines were provided with concrete examples of answers.;Het is verwarrend dat er zoveel verschillende e-mailadressen zijn voor vergelijkbare zaken.;Ik zou graag een betere balans willen zien tussen academische druk en mentale gezondheidszorg.
776;2;2026/27;Venlo;Software Engineering;Full-time;Fourth-year;[NAME] always takes forever, this grading process needs a major overhaul.;It would be helpful to host more dedicated sessions connecting students directly with alumni professionals.;The general feel of the mentoring session is too broadcast-oriented, not individual enough.;Zou het kunnen dat er een centrale contactpersoon is, die ons kan helpen met planning en afspraken?;Het is heel frustrerend dat we zo lang moeten wachten op onze eindexamens en feedback.;Ik ervaar dat het moeilijk is om snel contact te krijgen als het niet over de lesstof gaat.;The lack of proper seating breaks in long study sessions is quite noticeable.
777;1;2026/27;Eindhoven;Cyber Security;Full-time;First-year;Kunnen we een overzicht krijgen van de gewichten per onderdeel? Dat was onduidelijk.;Would it be possible to use actual client case studies for our final year assignments?;Please implement a system that ensures stable faculty assignments for better student support.;Het advies dat ik kreeg over mijn carrièrepad was heel nuttig en duidelijk.;Could we have a meeting to discuss the objective standards used for essay grading?;Overall, de manier waarop wijzigingen worden gecommuniceerd is traag en vaak onvolledig.;Het is cruciaal dat de wc's op alle verdiepingen voldoende ruimte hebben voor manoeuvreerruimte.
778;1;2026/27;Tilburg;Artificial Intelligence;Full-time;Second-year;Het zou nuttig zijn als er meer sessies waren, ik voelde dat de stof te snel ging.;Kunt u meer aandacht besteden aan de vaardigheden die bedrijven nu echt verlangen?;Extra sessies over industriële software en hun gebruik in de praktijk zouden helpen.;Kunt u meer workshops aanbieden over het omgaan met verschillende religieuze achtergronden?;Assessment needs more direct alignment with the practical examples shown during our weekly sessions.;Mijn mentor nam de tijd om mijn carrièresporen te bespreken, wat zeer waardevol was.;Could the institution offer personalized consultations regarding financial aid eligibility?
779;2;2026/27;Den Bosh;ICT & Business;Full-time;Third-year;Misschien kan het systeem worden aangepast zodat [NAME] sneller met het beoordelen kan zijn.;Het zou goed zijn als de gastsprekers meer gericht zouden zijn op de ethische kant van ons vakgebied.;I really wish the academic staff could respond to emails within a couple of days, not weeks.;It would greatly help if follow-up calls addressed the core concerns raised in the initial meeting.;Kunnen we meer gericht advies krijgen over hoe we onze zwakke punten daadwerkelijk kunnen verhelpen?;Meer check-ins met de coach, misschien bi-weekly, zou het leerproces echt verbeteren.;"De ondersteuning was uitmuntend; ze wisten hoe ze het beste konden aanpassen."
780;1;2026/27;Venlo;HBO-ICT;Full-time;Fourth-year;Ik twijfel aan mijn prestatie omdat de criteria voor de presentatie zo vaag waren.;I really wish there were more focused sessions connecting us with alumni working in tech fields.;I really appreciate the practical insights the lecturers provide, making the theory tangible.;Kunnen we de frequentie van de mentorgesprekken wat opvoeren, dan voelt het beter?;Some material tested was not adequately reinforced in the lecture hours, making it difficult to answer.;It would be really helpful if the staff could make themselves more available for ad-hoc questions.;Ik stel voor dat de studieruimtes op de bovenverdiepingen meer lifttoegang krijgen.
781;2;2026/27;Eindhoven;Software Engineering;Full-time;First-year;The instructors truly brought the complex concepts to life, offering practical context we can use.;Ik zou meer concrete voorbeelden en feedback op mijn portfolio willen ontvangen, vooral voor de creatieve industrie.;I keep trying to book, but the slots are always taken up when I need them most.;Het zou helpen als er meer open gesprekken waren over faalangst en druk.;The general comments didn't explain the *why* behind the lower marks given.;Could the lecturers provide more varied methods for us to interact with the material?;Could the learning portal ensure that all PDF documents are screen-reader friendly for better access?
782;1;2026/27;Tilburg;Cyber Security;Full-time;Second-year;I feel pressured by the constant stream of deliverables, it's too much stress.;Ik denk dat er een betere brug geslagen kan worden naar de werkvloer door meer netwerk-evenementen.;Het is geweldig om te zien dat ze echt geïnteresseerd zijn in ons succes als studenten.;Super helpful resources and clear direction on course requirements, thank you!;De feedback over de tentamens was nuttig, maar de gradatie bleef soms onduidelijk.;Het zou nuttig zijn om meer gedeelde maaltijden te organiseren om de gemeenschapszin te versterken.;More designated quiet study spaces on campus would make focused study time much easier to achieve.
783;1;2026/27;Den Bosh;Artificial Intelligence;Part-time;Third-year;Ik zou graag zien dat er meer flexibiliteit is in de opleverdata van de grote projecten.;Could the curriculum include more options for site visits to diverse companies, please?;Ik voel me soms echt genegeerd wanneer de campusacties zo erg gericht zijn op fysiek aanwezig zijn.;The lack of quick feedback on assignment drafts makes me feel very unsupported.;Het zou nuttiger zijn als feedback gekoppeld is aan specifieke literatuurbronnen.;Het zou helpen als de docenten meer bereikbaar zouden zijn buiten de vaste lesuren.;Ik denk dat individuele modules of specialisaties beter zouden passen dan een vast rooster.
784;2;2026/27;Venlo;ICT & Business;Full-time;Fourth-year;Ik zou graag meer vertegenwoordiging van verschillende culturele achtergronden in de lesmateriaal zien.;Zouden meer projecten met analyses van echte zakelijke scenario's helpen?;Could the institution optimize the booking flow? It feels constantly unavailable or broken.;I wish there was a clearer system for booking appointments without so much back-and-forth.;I think the feedback often focuses too much on the grade and not enough on my development path.;Het is fantastisch dat alle wijzigingen gecentraliseerd staan, dus geen gemiste info meer.;Please make sure that all external links are also checked for accessibility compliance.
785;1;2026/27;Eindhoven;HBO-ICT;Full-time;First-year;Honestly, more lecture time would greatly help with grasping the complex theories presented here.;More frequent, diverse guest lectures are crucial for bridging the gap between theory and professional reality.;Het gevoel dat we niet alleen zijn, komt door de continue, vriendelijke ondersteuning.;I often struggle to schedule a slot that works for both of us.;"Het systeem was te omslachtig; de navigatie van het examenplatform was erg verwarrend en tijdrovend.";"Ik waardeer de proactieve check-ins; het helpt enorm om gemotiveerd te blijven tijdens studeren.";De empathie van het personeel was top, maar de reactietijd op vragen is vaak te traag.
786;1;2026/27;Tilburg;Software Engineering;Full-time;Second-year;Maybe adding modules on global citizenship and social justice issues would be beneficial for the program.;Het zou super zijn als we meer simulaties konden doen met echte bedrijfsprocessen.;Could the institution enforce a faster response time for academic mentors, please?;It would greatly help if there was a single point of contact for urgent student welfare issues.;Minder vage opmerkingen en meer gerichte, bruikbare feedback zou het lerenproces optimaliseren.;Ik zou graag meer georganiseerde activiteiten willen die de banden tussen verschillende studenten versterken.;I think the support structure is excellent and the staff are very supportive when you need it.
787;1;2026/27;Den Bosh;Cyber Security;Full-time;Third-year;Kunnen we ergens feedback geven over het langzame tempo van [NAME] cijferopleving?;Meer gekoppelde sessies met voormalige studenten die een loopbaan hebben in marketing zouden nuttig zijn.;Ik hoop dat de organisatie de communicatie met mentoren stroomlijnt om sneller te reageren.;Perhaps having a group mentoring session once a month would be less stressful than one-on-one.;The platform kept freezing intermittently, which really disrupted my concentration and learning flow.;I wish there was a dedicated chat bot for quick questions about schedule changes, that would be helpful.;A formal recognition system for caregiving hours could greatly reduce academic stress.
788;2;2026/27;Venlo;Artificial Intelligence;Full-time;Fourth-year;I wish the assessment criteria were more transparent so we knew exactly how to maximize our grades.;Incorporating real professional software would significantly boost our confidence when entering the workforce.;The teachers seemed disconnected from the actual industry applications we discussed in class.;De erkenning van kleine prestaties zorgt ervoor dat je gemotiveerd blijft, echt geweldig.;Could you please speed up the grade release process after major exams?;Sometimes het voelt alsof mijn vragen niet meteen worden beantwoord, zeker bij deadlines.;Ik zou graag meer toegankelijke en laagdrempelige psychologische hulp op de campus willen zien.
789;2;2026/27;Eindhoven;ICT & Business;Full-time;First-year;Het is echt moeilijk om de docenten te bereiken voor vragen buiten collegeuren.;Could we get more hands-on experience with project management tools, because that is key in most jobs?;Honestly, having three different people means I never get to build a solid relationship with any single mentor.;Finding a support system among my peers was invaluable and helped my motivation increase significantly.;Assessment options should include more flexible formats to suit diverse learning needs.;Het zou fijn zijn als de communicatie over mentale gezondheid meer toegankelijk en minder stigmatiserend was.;Zelfs de docenten die ik minder vaak zag, waren verrassend begripvol en hulpvaardig.
790;2;2026/27;Tilburg;HBO-ICT;Full-time;Second-year;Het is frustrerend dat [NAME] beoordelingen zo traag zijn, we moeten weten wat de status is.;Could you integrate more skills like project management into the career workshops?;I wish we had more dedicated small-group sessions instead of these large lectures.;Het zou fijn zijn als er meer workshops over stressmanagement en mindfulness zouden worden georganiseerd.;Het is fijn dat er een speciale begeleider is, maar ik zou meer persoonlijke aandacht willen.;Het zou helpen als de docenten meer spontane discussieonderwerpen zouden introduceren tijdens de virtuele colleges.;It would be really helpful to have more flexible pacing options instead of a rigid schedule.
791;1;2026/27;Den Bosh;Software Engineering;Full-time;Third-year;De verhouding tussen theorie en praktijk voelt onevenwichtig vanwege te weinig lesuren.;Meer hulp met het opbouwen van een sollicitatiestrategie voor mijn eerste echte baan.;Kunt u de reactietijd verbeteren? We hebben sneller antwoorden nodig voor tentamens.;Het is goed dat het onderwerp besproken wordt, maar de implementatie voelt te oppervlakkig.;Het zou geweldig zijn met meer simulaties en praktijkgerichte beoordelingsmogelijkheden.;Het was moeilijk om echt verbinding te maken met de studentenondersteuningspersoneel.;"Everyone showed such kindness and understanding regarding my family situation; it helped greatly."
792;2;2026/27;Venlo;Cyber Security;Part-time;Fourth-year;Kunnen we wat feedback geven over [NAME] grading? Het tempo is erg traag, echt.;Could you organize more career days specifically for technical placement opportunities?;It would be wonderful to have dedicated online student liaisons to address our specific needs.;Het gemak om direct met medestudenten vragen te stellen was een enorme pluspunt voor mij.;Some questions felt ambiguously worded, making it hard to know the exact scope.;Seriously, better communication about room changes weeks in advance would be greatly beneficial for students.;More accessible, informal drop-in sessions with specialized counselors would make a huge difference for me.
